위규/NNG	227.94191897654585
외환은행/NNP	210.69847753664615
은행/NNG	193.73261971174645
예금/NNG	191.5479997153984
재무부/NNG	186.3385392532295
감독원/NNG	186.3385392532295
대출/NNG	175.714297024719
은행장/NNG	170.69813996952254
은행원/NNG	161.08225492316691
실명/NNG	151.75364015953073
적수/NNG	150.66768979182106
커미션/NNG	150.66768979182106
실명제/NNG	141.83837137132576
응찰/NNG	135.15528525085668
한국은행/NNP	132.51195837291615
총통화/NNG	124.97117976799072
적립/NNG	122.50619572050724
모집단/NNG	113.9426155540555
가구원/NNG	113.9426155540555
스와프거래가/NA	113.9426155540555
급부/NNG	113.9426155540555
이자율스와프라는/NA	113.9426155540555
철주/NNG	113.9426155540555
증표/NNG	113.9426155540555
와프/NA	113.9426155540555
명의인/NNG	113.9426155540555
전화번호부/NNG	113.9426155540555
이환균/NNP	113.9426155540555
김준협.안영모/NA	113.9426155540555
희흠/NNG	113.9426155540555
이자율스와프거래는/NA	113.9426155540555
풍문히/NA	113.9426155540555
가등기/NNG	113.9426155540555
씨티은행/NNP	113.9426155540555
이희도/NNP	113.9426155540555
그치/NP	113.9426155540555
이자율스와프거래계약을/NA	113.9426155540555
난기류/NNG	113.9426155540555
허주/NNP	113.9426155540555
스와프거래는/NA	113.9426155540555
적응력/NNG	113.9426155540555
숙정/NNG	113.9426155540555
이자율스/NA	113.9426155540555
비루/NNG	113.9426155540555
자본력/NNG	113.9426155540555
장명선/NNP	113.9426155540555
중간선/NNG	113.9426155540555
쟁력이/NA	113.9426155540555
네거티브/NNG	113.9426155540555
입행/NNG	113.9426155540555
대출실/NNG	113.9426155540555
연감/NNG	113.9426155540555
태순/NNP	113.9426155540555
주거비/NNG	113.9426155540555
내규/NNG	113.9426155540555
피복비/NNG	113.9426155540555
밀봉/NNG	113.9426155540555
천편일률/NNG	113.9426155540555
마상/NNG	113.9426155540555
김기석/NNP	113.9426155540555
타행/NNG	113.9426155540555
기금법/NNG	113.9426155540555
허한도/NNP	113.9426155540555
시류/NNG	113.9426155540555
주병국종합금융협/NA	113.9426155540555
국은경제연구소/NNP	113.9426155540555
도명/NNG	112.0344859112531
금융/NNG	109.6769952365637
대출금/NNG	101.61255840922354
문책/NNG	90.75484169486886
